,Unnamed: 0,statute,description,subject_no,trr_report_id
27624,27624,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19707752.0,649380
27625,27625,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19707835.0,649454
27626,27626,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19707835.0,649454
27627,27627,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707835.0,649454
27628,27628,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19707835.0,649454
27629,27629,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707835.0,649454
27630,27630,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19707835.0,649454
27631,27631,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19707810.0,649460
27632,27632,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19707810.0,649460
27633,27633,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19707810.0,649460
27634,27634,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19707835.0,649466
27635,27635,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19707835.0,649466
27636,27636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707835.0,649466
27637,27637,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19707835.0,649466
27638,27638,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707835.0,649466
27639,27639,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19707835.0,649466
27640,27640,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19707835.0,649552
27641,27641,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19707835.0,649552
27642,27642,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707835.0,649552
27643,27643,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19707835.0,649552
27644,27644,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707835.0,649552
27645,27645,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19707835.0,649552
27646,27646,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19707835.0,649623
27647,27647,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19707835.0,649623
27648,27648,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707835.0,649623
27649,27649,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19707835.0,649623
27650,27650,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707835.0,649623
27651,27651,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19707835.0,649623
27652,27652,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19707835.0,649686
27653,27653,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19707835.0,649686
27654,27654,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707835.0,649686
27655,27655,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19707835.0,649686
27656,27656,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707835.0,649686
27657,27657,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19707835.0,649686
27658,27658,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19707919.0,649746
27659,27659,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19707919.0,649746
27660,27660,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707919.0,649746
27661,27661,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19707919.0,649746
27662,27662,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707919.0,649746
27663,27663,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19707919.0,649783
27664,27664,625 ILCS 5.0/18B-103.1-A,DISOBEY POLICE OFFICER ORDER,19707919.0,649783
27665,27665,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19707919.0,649783
27666,27666,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19707919.0,649783
27667,27667,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19707919.0,649783
27668,27668,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19708028.0,649914
27669,27669,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708028.0,649914
27670,27670,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19708166.0,650093
27671,27671,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19708166.0,650093
27672,27672,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19699763.0,650103
27673,27673,625 ILCS 5.0/11-804-B,IVC - FAIL TO SIGNAL,19699763.0,650103
27674,27674,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19699763.0,650103
27675,27675,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19699763.0,650103
27676,27676,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 3RD,19699763.0,650103
27677,27677,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19699763.0,650103
27678,27678,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19699763.0,650103
27679,27679,9-40-250(B),OBSTRUCTION DRIVERS VIEW,19699763.0,650103
27680,27680,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19708166.0,650114
27681,27681,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19708166.0,650114
27682,27682,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19708166.0,650115
27683,27683,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19708166.0,650115
27684,27684,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19708166.0,650129
27685,27685,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19708166.0,650129
27686,27686,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19708290.0,650548
27687,27687,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19708290.0,650548
27688,27688,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19708290.0,650548
27689,27689,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19708290.0,650548
27690,27690,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL >$300,19708290.0,650548
27691,27691,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19708290.0,650548
27692,27692,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708290.0,650548
27693,27693,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19708290.0,650627
27694,27694,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19708290.0,650627
27695,27695,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19708290.0,650627
27696,27696,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19708290.0,650627
27697,27697,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL >$300,19708290.0,650627
27698,27698,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19708290.0,650627
27699,27699,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708290.0,650627
27700,27700,10-8-526,CTA - DISORDERLY CONDUCT/BREACH PEACE (98-126-1.9A),19708405.0,650688
27701,27701,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708405.0,650688
27702,27702,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19708469.0,650696
27703,27703,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708469.0,650696
27704,27704,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19708469.0,650700
27705,27705,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708469.0,650700
27706,27706,10-8-526,CTA - DISORDERLY CONDUCT/BREACH PEACE (98-126-1.9A),19708405.0,650723
27707,27707,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708405.0,650723
27708,27708,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19708531.0,650828
27709,27709,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19708531.0,650828
27710,27710,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19708650.0,651462
27711,27711,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708650.0,651462
27712,27712,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19708650.0,651475
27713,27713,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708650.0,651475
27714,27714,720 ILCS 5.0/16-1-A-1,THEFT - UNAUTHORIZED CONTROL/>$10K<$100K,19708772.0,651636
27715,27715,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708772.0,651636
27716,27716,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19708790.0,651707
27717,27717,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19708790.0,651707
27718,27718,9-52-010(B),BICYCLE OBEY TRAFFIC CONTROL DEVICES,19708790.0,651707
27719,27719,9-52-020,RIDING BICYCLE ON SIDEWALK,19708790.0,651707
27720,27720,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19708863.0,651877
27721,27721,720 ILCS 5.0/12-2-B-8,AGG ASSAULT/TRANSIT EMPLOYEE,19708863.0,651877
27722,27722,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19708863.0,651877
27723,27723,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19708863.0,651877
27724,27724,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19708960.0,652008
27725,27725,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19708960.0,652008
27726,27726,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19708960.0,652008
27727,27727,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19708960.0,652033
27728,27728,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19708960.0,652033
27729,27729,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19708960.0,652033
27730,27730,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19709001.0,652066
27731,27731,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19709001.0,652066
27732,27732,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709001.0,652066
27733,27733,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19709001.0,652066
27734,27734,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19709001.0,652086
27735,27735,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19709001.0,652086
27736,27736,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709001.0,652086
27737,27737,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19709001.0,652086
27738,27738,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19709222.0,652375
27739,27739,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19709222.0,652375
27740,27740,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19709222.0,652375
27741,27741,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709222.0,652375
27742,27742,720 ILCS 570.0/402-A-1-A,PCS - POSSESS 15<100 GRAMS HEROIN,19709222.0,652375
27743,27743,9-76-160(D),LIC PLATES NOT VISABLE/OR COVERED,19709222.0,652375
27744,27744,9-80-220,"FALSE,STOLEN,ALTERED TEMP.REGISTRATION PERMIT",19709222.0,652375
27745,27745,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709269.0,652475
27746,27746,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19709269.0,652475
27747,27747,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19709302.0,652513
27748,27748,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19709302.0,652606
27749,27749,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19709515.0,652987
27750,27750,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19709515.0,652987
27751,27751,430 ILCS 66.0/70-D,CARRY CONCEAL FIREARM/UNDER INFLU/1-2,19709482.0,652988
27752,27752,625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19709482.0,652988
27753,27753,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19709482.0,652988
27754,27754,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19709482.0,652988
27755,27755,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19709482.0,652988
27756,27756,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19709482.0,652988
27757,27757,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709482.0,652988
27758,27758,9-40-250(B),OBSTRUCTION DRIVERS VIEW,19709482.0,652988
27759,27759,9-76-090(B),LIGHT HEADLIGHTS SUNSET/SUNUP,19709482.0,652988
27760,27760,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19709588.0,653070
27761,27761,625 ILCS 5.0/11-606-A,IVC - DRIVING BELOW MINIMUM SPEED,19709588.0,653070
27762,27762,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19709588.0,653070
27763,27763,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19709588.0,653070
27764,27764,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19709211.0,653123
27765,27765,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709211.0,653123
27766,27766,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19709211.0,653123
27767,27767,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709656.0,653254
27768,27768,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19709717.0,653329
27769,27769,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709717.0,653329
27770,27770,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19709717.0,653329
27771,27771,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19709717.0,653329
27772,27772,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19709717.0,653345
27773,27773,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709717.0,653345
27774,27774,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19709717.0,653345
27775,27775,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19709717.0,653345
27776,27776,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19709717.0,653361
27777,27777,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19709717.0,653361
27778,27778,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19709717.0,653361
27779,27779,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19709717.0,653361
27780,27780,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,19709782.0,653489
27781,27781,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19709782.0,653489
27782,27782,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19709990.0,653787
27783,27783,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED FIREARM,19709990.0,653787
27784,27784,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19709990.0,653787
27785,27785,625 ILCS 5.0/11-1402-A,IVC - UNSAFE BACKING ON ROADWAY,19710215.0,654349
27786,27786,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19710215.0,654349
27787,27787,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19710215.0,654349
27788,27788,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 2ND,19710215.0,654349
27789,27789,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19710215.0,654349
27790,27790,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710215.0,654349
27791,27791,625 ILCS 5.0/11-1402-A,IVC - UNSAFE BACKING ON ROADWAY,19710215.0,654390
27792,27792,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19710215.0,654390
27793,27793,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19710215.0,654390
27794,27794,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 2ND,19710215.0,654390
27795,27795,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19710215.0,654390
27796,27796,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710215.0,654390
27797,27797,625 ILCS 5.0/11-1402-A,IVC - UNSAFE BACKING ON ROADWAY,19710215.0,654401
27798,27798,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19710215.0,654401
27799,27799,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19710215.0,654401
27800,27800,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 2ND,19710215.0,654401
27801,27801,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19710215.0,654401
27802,27802,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710215.0,654401
27803,27803,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19710427.0,654654
27804,27804,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19710427.0,654654
27805,27805,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19710427.0,654654
27806,27806,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,19710427.0,654654
27807,27807,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19710427.0,654664
27808,27808,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19710427.0,654664
27809,27809,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19710427.0,654664
27810,27810,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,19710427.0,654664
27811,27811,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19710533.0,654910
27812,27812,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710533.0,654910
27813,27813,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19710612.0,655069
27814,27814,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710612.0,655069
27815,27815,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19710590.0,655139
27816,27816,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710590.0,655139
27817,27817,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19710701.0,655201
27818,27818,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19710701.0,655201
27819,27819,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710701.0,655201
27820,27820,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,19710590.0,655203
27821,27821,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710590.0,655203
27822,27822,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19710701.0,655206
27823,27823,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19710701.0,655206
27824,27824,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710701.0,655206
27825,27825,625 ILCS 5.0/11-204.1-A-2,IVC - AGGRAVATED FLEEING/BODILY INJURY,19710541.0,655783
27826,27826,625 ILCS 5.0/11-401-A,IVC - LEAVE SCENE OF ACCIDENT -  INJURY/DEATH,19710541.0,655783
27827,27827,625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19710541.0,655783
27828,27828,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19710541.0,655783
27829,27829,625 ILCS 5.0/11-804-D,IVC - IMPROPER LANE CHANGE WITHOUT SIGNAL,19710541.0,655783
27830,27830,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19710541.0,655783
27831,27831,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19710541.0,655783
27832,27832,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19710541.0,655783
27833,27833,9-12-050(B),"LANES, FAIL TO KEEP IN",19710541.0,655783
27834,27834,9-24-010(B),STOP AT STOP SIGN,19710541.0,655783
27835,27835,9-76-210(A),BROKEN/INOPERABLE LAMPS,19710541.0,655783
27836,27836,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19710541.0,655783
27837,27837,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19711238.0,656361
27838,27838,720 ILCS 5.0/11-1.40-A-1,PRED CRIM SEX ASLT/VICTIM <13,19710587.0,656473
27839,27839,720 ILCS 5.0/11-1.40-A-1,PRED CRIM SEX ASLT/VICTIM <13,19710587.0,656492
27840,27840,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19711380.0,656658
27841,27841,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19711380.0,656658
27842,27842,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19711552.0,657094
27843,27843,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19711552.0,657094
27844,27844,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19711552.0,657094
27845,27845,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19711552.0,657094
27846,27846,8-8-070,PUBLIC INDECENCY,19711552.0,657094
27847,27847,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19711552.0,657106
27848,27848,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19711552.0,657106
27849,27849,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19711552.0,657106
27850,27850,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19711552.0,657106
27851,27851,8-8-070,PUBLIC INDECENCY,19711552.0,657106
27852,27852,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19711552.0,657108
27853,27853,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19711552.0,657108
27854,27854,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19711552.0,657108
27855,27855,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19711552.0,657108
27856,27856,8-8-070,PUBLIC INDECENCY,19711552.0,657108
27857,27857,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19711552.0,657118
27858,27858,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19711552.0,657118
27859,27859,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19711552.0,657118
27860,27860,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19711552.0,657118
27861,27861,8-8-070,PUBLIC INDECENCY,19711552.0,657118
27862,27862,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19711654.0,657179
27863,27863,8-4-010(C),DISORDERLY CONDUCT - FAIL TO CEASE CONDUCT LIKELY TO PROVOK,19711654.0,657179
27864,27864,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19711654.0,657179
27865,27865,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19711950.0,658436
