#,weapon_type,firearm_caliber,weapon_description,trr_report_id
8725,FEET,,,1411540
8726,HANDS/FISTS,,,1411540
8727,HANDS/FISTS,,,1419366
8728,HANDS/FISTS,,,1419384
8729,HANDS/FISTS,,,1419629
8730,OTHER (SPECIFY),,,1419629
8731,HANDS/FISTS,,,1419629
8732,"MOUTH (SPIT,BITE,ETC)",,,1421216
8733,"MOUTH (SPIT,BITE,ETC)",,,1421502
8734,HANDS/FISTS,,,1422608
8735,"MOUTH (SPIT,BITE,ETC)",,,1422608
8736,HANDS/FISTS,,,1422608
8737,HANDS/FISTS,,,1422608
8738,HANDS/FISTS,,,1422830
8739,HANDS/FISTS,,,1422830
8740,FEET,,,1423143
8741,HANDS/FISTS,,,1423143
8742,FIREARM - SEMI-AUTOMATIC,,,1423243
8743,FIREARM - SEMI-AUTOMATIC,,,1423244
8744,HANDS/FISTS,,,1423244
8745,HANDS/FISTS,,,1423244
8746,HANDS/FISTS,,,1429888
8747,HANDS/FISTS,,,1429888
8748,HANDS/FISTS,,,1430148
8749,HANDS/FISTS,,,1430148
8750,HANDS/FISTS,,,1435314
8751,FEET,,,1437144
8752,"MOUTH (SPIT,BITE,ETC)",,,1437144
8753,FEET,,,1437460
8754,"MOUTH (SPIT,BITE,ETC)",,,1437460
8755,HANDS/FISTS,,,1441620
8756,HANDS/FISTS,,,1441620
8757,FIREARM - SEMI-AUTOMATIC,,,1446960
8758,KNIFE/OTHER CUTTING INSTRUMENT,,,1449619
8759,KNIFE/OTHER CUTTING INSTRUMENT,,,1449696
8760,KNIFE/OTHER CUTTING INSTRUMENT,,,1449709
8761,KNIFE/OTHER CUTTING INSTRUMENT,,,1449715
8762,FIREARM - SEMI-AUTOMATIC,,,1450364
8763,HANDS/FISTS,,,1450364
8764,HANDS/FISTS,,,1452192
8765,CHEMICAL WEAPON,,,1455002
8766,HANDS/FISTS,,,1460273
8767,FIREARM - SEMI-AUTOMATIC,,,1460357
8768,FIREARM - SEMI-AUTOMATIC,,,1460383
8769,HANDS/FISTS,,,1460585
8770,HANDS/FISTS,,,1460585
8771,FEET,,,1460585
8772,FEET,,,1460702
8773,HANDS/FISTS,,,1460702
8774,HANDS/FISTS,,,1460702
8775,HANDS/FISTS,,,1460892
8776,FIREARM - SEMI-AUTOMATIC,,,1461842
8777,FIREARM - SEMI-AUTOMATIC,,,1461846
8778,HANDS/FISTS,,,1462596
8779,HANDS/FISTS,,,1462596
8780,OTHER (SPECIFY),,,1462747
8781,OTHER (SPECIFY),,,1463261
8782,FEET,,,1468644
8783,FEET,,,1468901
8784,FEET,,,1469222
8785,HANDS/FISTS,,,1469222
8786,FEET,,,1469285
8787,HANDS/FISTS,,,1469537
8788,HANDS/FISTS,,,1469537
8789,HANDS/FISTS,,,1469537
8790,HANDS/FISTS,,,1469680
8791,HANDS/FISTS,,,1469680
8792,HANDS/FISTS,,,1469941
8793,HANDS/FISTS,,,1469941
8794,HANDS/FISTS,,,1481006
8795,KNIFE/OTHER CUTTING INSTRUMENT,,,1481576
8796,HANDS/FISTS,,,1482781
8797,HANDS/FISTS,,,1484958
8798,HANDS/FISTS,,,1484958
8799,HANDS/FISTS,,,1486281
8800,HANDS/FISTS,,,1486281
8801,HANDS/FISTS,,,1486319
8802,HANDS/FISTS,,,1486319
8803,HANDS/FISTS,,,1499735
8804,"MOUTH (SPIT,BITE,ETC)",,,1499757
8805,HANDS/FISTS,,,1500596
8806,FEET,,,1500757
8807,FIREARM - SEMI-AUTOMATIC,,,1501145
8808,HANDS/FISTS,,,1501259
8809,HANDS/FISTS,,,1501365
8810,HANDS/FISTS,,,1501368
8811,HANDS/FISTS,,,1501390
8812,"MOUTH (SPIT,BITE,ETC)",,,1501677
8813,HANDS/FISTS,,,1501677
8814,HANDS/FISTS,,,1502063
8815,HANDS/FISTS,,,1514421
8816,HANDS/FISTS,,,1514421
8817,HANDS/FISTS,,,1514421
8818,HANDS/FISTS,,,1514422
8819,HANDS/FISTS,,,1514422
8820,HANDS/FISTS,,,1514422
8821,HANDS/FISTS,,,1514422
8822,"MOUTH (SPIT,BITE,ETC)",,,1515992
8823,FEET,,,1515992
8824,OTHER (SPECIFY),,,1515992
8825,"MOUTH (SPIT,BITE,ETC)",,,1524624
8826,HANDS/FISTS,,,1527738
8827,HANDS/FISTS,,,1527738
8828,HANDS/FISTS,,,1527983
8829,OTHER (SPECIFY),,GATE,1528687
8830,FIREARM - REVOLVER,,,1540427
8831,HANDS/FISTS,,,1541598
8832,HANDS/FISTS,,,1541598
8833,HANDS/FISTS,,,1541598
8834,OTHER (SPECIFY),,,1541869
8835,"MOUTH (SPIT,BITE,ETC)",,,1541869
8836,HANDS/FISTS,,,1543094
8837,FIREARM - SEMI-AUTOMATIC,,,1543582
8838,HANDS/FISTS,,,1543637
8839,HANDS/FISTS,,,1543637
8840,"MOUTH (SPIT,BITE,ETC)",,,1543694
8841,FIREARM - SEMI-AUTOMATIC,,,1543977
8842,HANDS/FISTS,,,1543977
8843,HANDS/FISTS,,,1543977
8844,FIREARM - SEMI-AUTOMATIC,,,1544612
8845,HANDS/FISTS,,,1545427
8846,HANDS/FISTS,,,1545427
8847,FIREARM - SEMI-AUTOMATIC,,,1548380
8848,KNIFE/OTHER CUTTING INSTRUMENT,,,1550584
8849,OTHER (SPECIFY),,,1550584
8850,HANDS/FISTS,,,1550797
8851,HANDS/FISTS,,,1550862
8852,FEET,,,1552260
8853,HANDS/FISTS,,,1552260
8854,KNIFE/OTHER CUTTING INSTRUMENT,,,1552311
8855,HANDS/FISTS,,,1552311
8856,HANDS/FISTS,,,1552311
8857,BLUNT INSTRUMENT,,SHARP STICK,1552364
8858,HANDS/FISTS,,,1552364
8859,HANDS/FISTS,,,1552364
8860,HANDS/FISTS,,,1552364
8861,FEET,,,1552564
8862,FIREARM - SEMI-AUTOMATIC,,,1553179
8863,HANDS/FISTS,,,1553770
8864,HANDS/FISTS,,,1553889
8865,HANDS/FISTS,,,1554044
8866,HANDS/FISTS,,,1554052
8867,FIREARM - SEMI-AUTOMATIC,,,1554569
8868,FEET,,,1556364
8869,HANDS/FISTS,,,1576670
8870,HANDS/FISTS,,,1576670
8871,HANDS/FISTS,,,1576670
8872,HANDS/FISTS,,,1576758
8873,HANDS/FISTS,,,1576758
8874,HANDS/FISTS,,,1576758
8875,HANDS/FISTS,,,1576952
8876,HANDS/FISTS,,,1576952
8877,HANDS/FISTS,,,1576952
8878,HANDS/FISTS,,,1577823
8879,HANDS/FISTS,,,1577823
8880,HANDS/FISTS,,,1577826
8881,HANDS/FISTS,,,1577826
8882,HANDS/FISTS,,,1584131
8883,FIREARM - SEMI-AUTOMATIC,,,1602368
8884,FIREARM - SEMI-AUTOMATIC,,,1602902
8885,HANDS/FISTS,,,1603323
8886,FIREARM - REVOLVER,,,1605172
8887,"MOUTH (SPIT,BITE,ETC)",,,1606117
8888,HANDS/FISTS,,,1613543
8889,HANDS/FISTS,,,1613543
8890,HANDS/FISTS,,,1617070
8891,"MOUTH (SPIT,BITE,ETC)",,,1617151
8892,FIREARM - REVOLVER,,,1617575
8893,FIREARM - SEMI-AUTOMATIC,,,1618018
8894,FIREARM - SEMI-AUTOMATIC,,,1629659
8895,OTHER (SPECIFY),,LARGE ROCK,1632860
8896,OTHER (SPECIFY),,LARGE ROCK,1632861
8897,OTHER (SPECIFY),,HEAVY DUTY PLASTIC COOLER,1632905
8898,OTHER (SPECIFY),,HEAVY DUTY PLASTIC COOLER,1633079
8899,OTHER (SPECIFY),,HEAVY PLASTIC COOLER,1633719
8900,BLUNT INSTRUMENT,,WOODEN CLUB,1634743
8901,HANDS/FISTS,,,1638170
8902,OTHER (SPECIFY),,REPLICA REVOLVER,1648314
8903,HANDS/FISTS,,,1648789
8904,OTHER (SPECIFY),,,1648789
8905,HANDS/FISTS,,,1648900
8906,HANDS/FISTS,,,1649247
8907,FIREARM - SEMI-AUTOMATIC,,,1649858
8908,FIREARM - RIFLE,,,1650021
8909,FIREARM - SEMI-AUTOMATIC,,,1650049
8910,HANDS/FISTS,,,1650065
8911,FIREARM - SEMI-AUTOMATIC,,,1650122
8912,OTHER (SPECIFY),,METAL HAIR PICK,1650155
8913,FIREARM - SEMI-AUTOMATIC,,,1650339
8914,FIREARM - SEMI-AUTOMATIC,,,1650761
8915,HANDS/FISTS,,,1650761
8916,"MOUTH (SPIT,BITE,ETC)",,,1662482
8917,HANDS/FISTS,,,1664778
8918,HANDS/FISTS,,,1664778
8919,HANDS/FISTS,,,1664944
8920,HANDS/FISTS,,,1664944
8921,OTHER (SPECIFY),,,1665163
8922,"MOUTH (SPIT,BITE,ETC)",,,1665495
8923,HANDS/FISTS,,,1665495
8924,HANDS/FISTS,,,1665882
8925,HANDS/FISTS,,,1665998
8926,HANDS/FISTS,,,1665998
8927,"MOUTH (SPIT,BITE,ETC)",,,1665998
8928,HANDS/FISTS,,,1666056
8929,"MOUTH (SPIT,BITE,ETC)",,,1666263
8930,HANDS/FISTS,,,1667206
8931,HANDS/FISTS,,,1667231
8932,VEHICLE,,,1667658
8933,KNIFE/OTHER CUTTING INSTRUMENT,,,1671775
8934,HANDS/FISTS,,,1677632
8935,HANDS/FISTS,,,1682469
8936,HANDS/FISTS,,,1684798
8937,HANDS/FISTS,,,1686093
8938,HANDS/FISTS,,,1686093
8939,FIREARM - SEMI-AUTOMATIC,,,1702342
8940,FIREARM - SEMI-AUTOMATIC,,,1702550
8941,"MOUTH (SPIT,BITE,ETC)",,,1703667
8942,KNIFE/OTHER CUTTING INSTRUMENT,,,1720970
8943,KNIFE/OTHER CUTTING INSTRUMENT,,,1720995
8944,HANDS/FISTS,,,1720995
8945,HANDS/FISTS,,,1720995
8946,HANDS/FISTS,,,1720995
8947,KNIFE/OTHER CUTTING INSTRUMENT,,,1721198
8948,KNIFE/OTHER CUTTING INSTRUMENT,,,1722541
8949,OTHER (SPECIFY),,LARGE TREE BRANCH.,1727762
8950,HANDS/FISTS,,,1728584
8951,HANDS/FISTS,,,1729429
8952,OTHER (SPECIFY),,CELL PHONE,1729715
8953,HANDS/FISTS,,,1729715
8954,OTHER (SPECIFY),,,1729715
8955,HANDS/FISTS,,,1730408
8956,HANDS/FISTS,,,1733985
8957,KNIFE/OTHER CUTTING INSTRUMENT,,,1736387
8958,HANDS/FISTS,,,1744539
8959,HANDS/FISTS,,,1745194
8960,HANDS/FISTS,,,1745817
8961,"MOUTH (SPIT,BITE,ETC)",,,1748259
8962,FEET,,,1748259
8963,VEHICLE,,,1749226
8964,HANDS/FISTS,,,1750257
8965,VEHICLE,,,1751141
8966,HANDS/FISTS,,,1760620
8967,HANDS/FISTS,,,1766866
8968,OTHER (SPECIFY),,,1766866
8969,OTHER (SPECIFY),,GLASS BOTTLE,1773344
8970,HANDS/FISTS,,,1786494
8971,HANDS/FISTS,,,1786494
8972,"MOUTH (SPIT,BITE,ETC)",,,1804917
8973,FEET,,,1816516
8974,HANDS/FISTS,,,1817618
8975,HANDS/FISTS,,,1817618
8976,HANDS/FISTS,,,1817618
8977,FEET,,,1817640
8978,FEET,,,1820342
8979,FEET,,,1820357
8980,HANDS/FISTS,,,1820559
8981,HANDS/FISTS,,,1829692
8982,KNIFE/OTHER CUTTING INSTRUMENT,,,1830823
8983,KNIFE/OTHER CUTTING INSTRUMENT,,,1830828
8984,FEET,,,1835994
8985,HANDS/FISTS,,,1835994
8986,HANDS/FISTS,,,1835994
8987,HANDS/FISTS,,,1835994
8988,HANDS/FISTS,,,1837449
8989,"MOUTH (SPIT,BITE,ETC)",,,1837449
8990,HANDS/FISTS,,,1848869
8991,HANDS/FISTS,,,1848869
8992,HANDS/FISTS,,,1850040
8993,HANDS/FISTS,,,1850040
8994,HANDS/FISTS,,,1850040
8995,HANDS/FISTS,,,1850045
8996,HANDS/FISTS,,,1850045
8997,HANDS/FISTS,,,1850565
8998,HANDS/FISTS,,,1850565
8999,HANDS/FISTS,,,1861855
9000,HANDS/FISTS,,,1861855
9001,HANDS/FISTS,,,1864500
9002,"MOUTH (SPIT,BITE,ETC)",,,1865618
9003,HANDS/FISTS,,,1872838
9004,VEHICLE,,,1873495
9005,VEHICLE,,,1873528
9006,HANDS/FISTS,,,1882154
9007,HANDS/FISTS,,,1882154
9008,HANDS/FISTS,,,1887439
9009,HANDS/FISTS,,,1888686
9010,HANDS/FISTS,,,1888686
9011,HANDS/FISTS,,,1888686
9012,HANDS/FISTS,,,1888855
9013,HANDS/FISTS,,,1889431
9014,HANDS/FISTS,,,1889431
9015,HANDS/FISTS,,,1889437
9016,HANDS/FISTS,,,1889673
9017,HANDS/FISTS,,,1889673
9018,HANDS/FISTS,,,1889815
9019,HANDS/FISTS,,,1889951
9020,HANDS/FISTS,,,1890013
9021,HANDS/FISTS,,,1890013
9022,FIREARM - SEMI-AUTOMATIC,,,1893994
9023,FIREARM - SEMI-AUTOMATIC,,,1894753
9024,OTHER (SPECIFY),,LARGE METAL PIECE,1903452
9025,FEET,,,1904008
9026,HANDS/FISTS,,,1905025
9027,HANDS/FISTS,,,1905025
9028,HANDS/FISTS,,,1916004
9029,HANDS/FISTS,,,1916004
9030,HANDS/FISTS,,,1916533
9031,HANDS/FISTS,,,1916533
9032,HANDS/FISTS,,,1917237
9033,HANDS/FISTS,,,1917237
9034,HANDS/FISTS,,,1917237
9035,HANDS/FISTS,,,1918192
9036,HANDS/FISTS,,,1918192
9037,HANDS/FISTS,,,1919563
9038,HANDS/FISTS,,,1921776
9039,HANDS/FISTS,,,1921776
9040,HANDS/FISTS,,,1921776
9041,HANDS/FISTS,,,1922112
9042,"MOUTH (SPIT,BITE,ETC)",,,1937840
9043,HANDS/FISTS,,,1949550
9044,HANDS/FISTS,,,1949550
9045,HANDS/FISTS,,,1949811
9046,HANDS/FISTS,,,1949811
9047,HANDS/FISTS,,,1950742
9048,HANDS/FISTS,,,1953284
9049,HANDS/FISTS,,,1953284
9050,CHEMICAL WEAPON,,,1953672
9051,HANDS/FISTS,,,1953679
9052,CHEMICAL WEAPON,,,1953685
9053,HANDS/FISTS,,,1953698
9054,HANDS/FISTS,,,1953698
9055,HANDS/FISTS,,,1953709
9056,HANDS/FISTS,,,1953730
9057,HANDS/FISTS,,,1953730
9058,HANDS/FISTS,,,1953735
9059,HANDS/FISTS,,,1953735
9060,CHEMICAL WEAPON,,,1953761
9061,CHEMICAL WEAPON,,,1953762
9062,HANDS/FISTS,,,1953762
9063,HANDS/FISTS,,,1953762
9064,HANDS/FISTS,,,1953762
9065,HANDS/FISTS,,,1953762
9066,CHEMICAL WEAPON,,,1953869
9067,HANDS/FISTS,,,1953869
9068,HANDS/FISTS,,,1953869
9069,CHEMICAL WEAPON,,,1953928
9070,CHEMICAL WEAPON,,,1953948
9071,HANDS/FISTS,,,1963483
9072,HANDS/FISTS,,,1963483
9073,HANDS/FISTS,,,1963483
9074,HANDS/FISTS,,,1964250
9075,HANDS/FISTS,,,1964250
9076,HANDS/FISTS,,,1964250
9077,HANDS/FISTS,,,1964250
9078,FIREARM - SEMI-AUTOMATIC,,,1965934
9079,FIREARM - SEMI-AUTOMATIC,,,1966179
9080,HANDS/FISTS,,,1967817
9081,HANDS/FISTS,,,1967817
9082,HANDS/FISTS,,,1967828
9083,HANDS/FISTS,,,1967828
9084,HANDS/FISTS,,,1976285
9085,FIREARM - SEMI-AUTOMATIC,,,1984185
9086,HANDS/FISTS,,,1984185
9087,HANDS/FISTS,,,1984185
9088,FIREARM - SEMI-AUTOMATIC,,,1985426
9089,HANDS/FISTS,,,1985426
9090,HANDS/FISTS,,,1985426
9091,KNIFE/OTHER CUTTING INSTRUMENT,,,1987436
9092,OTHER (SPECIFY),,,1992710
9093,HANDS/FISTS,,,1992710
9094,FEET,,,1993564
9095,FEET,,,1993685
9096,HANDS/FISTS,,,1994295
9097,HANDS/FISTS,,,2000474
9098,KNIFE/OTHER CUTTING INSTRUMENT,,,2004226
9099,KNIFE/OTHER CUTTING INSTRUMENT,,,2004921
9100,HANDS/FISTS,,,2005341
9101,KNIFE/OTHER CUTTING INSTRUMENT,,,2005526
9102,HANDS/FISTS,,,2005540
9103,HANDS/FISTS,,,2005540
9104,HANDS/FISTS,,,2005540
9105,HANDS/FISTS,,,2005542
9106,HANDS/FISTS,,,2005542
9107,FIREARM - SEMI-AUTOMATIC,,,2008335
9108,HANDS/FISTS,,,2019543
9109,FEET,,,2019759
9110,KNIFE/OTHER CUTTING INSTRUMENT,,,2035426
9111,KNIFE/OTHER CUTTING INSTRUMENT,,,2035664
9112,HANDS/FISTS,,,2036164
9113,HANDS/FISTS,,,2036164
9114,HANDS/FISTS,,,2036902
9115,HANDS/FISTS,,,2036902
9116,HANDS/FISTS,,,2036902
9117,FEET,,,2043041
9118,FEET,,,2049437
9119,"MOUTH (SPIT,BITE,ETC)",,,2049437
9120,HANDS/FISTS,,,2050264
9121,HANDS/FISTS,,,2050264
9122,HANDS/FISTS,,,2050264
9123,HANDS/FISTS,,,2050264
9124,HANDS/FISTS,,,2050483
9125,HANDS/FISTS,,,2050483
9126,HANDS/FISTS,,,2051619
9127,HANDS/FISTS,,,2051619
9128,HANDS/FISTS,,,2051702
9129,HANDS/FISTS,,,2051702
9130,HANDS/FISTS,,,2051702
9131,HANDS/FISTS,,,2051702
9132,FIREARM - SEMI-AUTOMATIC,,,2060641
9133,FIREARM - SEMI-AUTOMATIC,,,2060809
9134,"MOUTH (SPIT,BITE,ETC)",,,2061589
9135,HANDS/FISTS,,,2061589
9136,"MOUTH (SPIT,BITE,ETC)",,,2061661
9137,FEET,,,2061661
9138,HANDS/FISTS,,,2062524
9139,"MOUTH (SPIT,BITE,ETC)",,,2062524
9140,HANDS/FISTS,,,2062524
9141,HANDS/FISTS,,,2067766
9142,HANDS/FISTS,,,2067766
9143,HANDS/FISTS,,,2067766
9144,HANDS/FISTS,,,2068762
9145,HANDS/FISTS,,,2070686
9146,HANDS/FISTS,,,2070686
9147,HANDS/FISTS,,,2070686
9148,FIREARM - SEMI-AUTOMATIC,,,2087557
9149,HANDS/FISTS,,,2088500
9150,FIREARM - SEMI-AUTOMATIC,,,2093357
9151,FIREARM - SEMI-AUTOMATIC,,,2093380
9152,FIREARM - SEMI-AUTOMATIC,,,2093794
9153,FIREARM - SEMI-AUTOMATIC,,,2094287
9154,HANDS/FISTS,,,2102366
9155,HANDS/FISTS,,,2103451
9156,HANDS/FISTS,,,2103694
9157,"MOUTH (SPIT,BITE,ETC)",,,2103694
9158,"MOUTH (SPIT,BITE,ETC)",,,2110122
9159,"MOUTH (SPIT,BITE,ETC)",,,2110367
9160,HANDS/FISTS,,,2115663
9161,HANDS/FISTS,,,2115663
9162,HANDS/FISTS,,,2115663
9163,HANDS/FISTS,,,2115708
9164,HANDS/FISTS,,,2115708
9165,FIREARM - REVOLVER,,,2120105
9166,FIREARM - REVOLVER,,,2120111
9167,HANDS/FISTS,,,2120111
9168,FEET,,,2120111
9169,FIREARM - SEMI-AUTOMATIC,,,2127147
9170,HANDS/FISTS,,,2140158
9171,FEET,,,2144091
9172,VEHICLE,,,2144599
9173,"MOUTH (SPIT,BITE,ETC)",,,2147048
9174,HANDS/FISTS,,,2147048
9175,HANDS/FISTS,,,2149784
9176,HANDS/FISTS,,,2149784
9177,HANDS/FISTS,,,2149784
9178,HANDS/FISTS,,,2149784
9179,HANDS/FISTS,,,2149810
9180,HANDS/FISTS,,,2149810
9181,HANDS/FISTS,,,2154117
9182,HANDS/FISTS,,,2154117
9183,KNIFE/OTHER CUTTING INSTRUMENT,,,2154253
9184,HANDS/FISTS,,,2156352
9185,FIREARM - SEMI-AUTOMATIC,,,2156474
9186,HANDS/FISTS,,,2156694
9187,HANDS/FISTS,,,2156696
9188,HANDS/FISTS,,,2156696
9189,FIREARM - SEMI-AUTOMATIC,,,2157653
9190,"MOUTH (SPIT,BITE,ETC)",,,2158137
9191,HANDS/FISTS,,,2158137
9192,HANDS/FISTS,,,2158137
9193,HANDS/FISTS,,,2159020
9194,HANDS/FISTS,,,2160223
9195,OTHER (SPECIFY),,,2164749
9196,HANDS/FISTS,,,2164749
9197,HANDS/FISTS,,,2164763
9198,FEET,,,2164763
9199,"MOUTH (SPIT,BITE,ETC)",,,2166558
9200,HANDS/FISTS,,,2166558
9201,HANDS/FISTS,,,2167502
9202,HANDS/FISTS,,,2167502
9203,HANDS/FISTS,,,2167502
9204,"MOUTH (SPIT,BITE,ETC)",,,2167699
9205,HANDS/FISTS,,,2167773
9206,FEET,,,2168014
9207,FEET,,,2168030
9208,KNIFE/OTHER CUTTING INSTRUMENT,,,2168663
9209,VEHICLE,,,2182497
9210,HANDS/FISTS,,,2182849
9211,HANDS/FISTS,,,2183368
9212,"MOUTH (SPIT,BITE,ETC)",,,2186666
9213,FEET,,,2186666
9214,FEET,,,2198306
9215,HANDS/FISTS,,,2200291
9216,HANDS/FISTS,,,2200531
9217,FIREARM - REVOLVER,,,2202819
9218,HANDS/FISTS,,,2203011
9219,HANDS/FISTS,,,2203011
9220,HANDS/FISTS,,,2203028
9221,HANDS/FISTS,,,2203028
9222,HANDS/FISTS,,,2203028
9223,FIREARM - REVOLVER,,,2203130
9224,HANDS/FISTS,,,2216314
9225,HANDS/FISTS,,,2216314
9226,HANDS/FISTS,,,2216325
9227,HANDS/FISTS,,,2220588
9228,OTHER (SPECIFY),,,2220588
9229,HANDS/FISTS,,,2221328
9230,HANDS/FISTS,,,2221461
9231,HANDS/FISTS,,,2221461
9232,HANDS/FISTS,,,2221744
9233,HANDS/FISTS,,,2221744
9234,HANDS/FISTS,,,2221744
9235,FIREARM - SEMI-AUTOMATIC,,,2235223
9236,HANDS/FISTS,,,2235869
9237,HANDS/FISTS,,,2237016
9238,HANDS/FISTS,,,2237017
9239,KNIFE/OTHER CUTTING INSTRUMENT,,,2237914
9240,HANDS/FISTS,,,2238278
9241,HANDS/FISTS,,,2238278
9242,HANDS/FISTS,,,2238278
9243,HANDS/FISTS,,,2238368
9244,HANDS/FISTS,,,2238378
9245,FEET,,,2238378
9246,HANDS/FISTS,,,2238378
9247,HANDS/FISTS,,,2238378
9248,HANDS/FISTS,,,2238681
9249,KNIFE/OTHER CUTTING INSTRUMENT,,,2239683
9250,HANDS/FISTS,,,2256845
9251,FEET,,,2256845
9252,FEET,,,2258262
9253,HANDS/FISTS,,,2258262
9254,HANDS/FISTS,,,2258262
9255,FEET,,,2258456
9256,HANDS/FISTS,,,2258456
9257,OTHER (SPECIFY),,,2258456
9258,FIREARM - SEMI-AUTOMATIC,,,2259989
9259,HANDS/FISTS,,,2260446
9260,HANDS/FISTS,,,2275044
9261,HANDS/FISTS,,,2277446
9262,KNIFE/OTHER CUTTING INSTRUMENT,,,2278030
9263,HANDS/FISTS,,,2278030
9264,HANDS/FISTS,,,2278030
9265,FIREARM - SEMI-AUTOMATIC,,,2278319
9266,FIREARM - SEMI-AUTOMATIC,,,2278321
9267,HANDS/FISTS,,,2282047
9268,HANDS/FISTS,,,2282047
9269,HANDS/FISTS,,,2282047
9270,HANDS/FISTS,,,2282047
9271,OTHER (SPECIFY),,LIGHTER,2288644
9272,HANDS/FISTS,,,2292843
9273,HANDS/FISTS,,,2292843
9274,HANDS/FISTS,,,2292843
9275,OTHER (SPECIFY),,,2292843
9276,HANDS/FISTS,,,2294240
9277,FEET,,,2294240
9278,FIREARM - SEMI-AUTOMATIC,,,2306600
9279,"MOUTH (SPIT,BITE,ETC)",,,2306600
9280,HANDS/FISTS,,,2306600
9281,HANDS/FISTS,,,2306600
9282,FIREARM - SEMI-AUTOMATIC,,,2306770
9283,FIREARM - SEMI-AUTOMATIC,,,2307633
9284,FEET,,,2316959
9285,"MOUTH (SPIT,BITE,ETC)",,,2317663
9286,OTHER (SPECIFY),,GLASS BOTTLE,2336460
9287,HANDS/FISTS,,,2339482
9288,HANDS/FISTS,,,2339482
9289,HANDS/FISTS,,,2339573
9290,HANDS/FISTS,,,2339754
9291,FIREARM - REVOLVER,,,2353501
9292,FIREARM - SEMI-AUTOMATIC,,,2354700
9293,FIREARM - SEMI-AUTOMATIC,,,2355087
9294,HANDS/FISTS,,,2371504
9295,HANDS/FISTS,,,2371542
9296,HANDS/FISTS,,,2371542
9297,HANDS/FISTS,,,2371562
9298,HANDS/FISTS,,,2371562
9299,HANDS/FISTS,,,2371562
9300,HANDS/FISTS,,,2371673
9301,"MOUTH (SPIT,BITE,ETC)",,,2371786
9302,HANDS/FISTS,,,2372486
9303,HANDS/FISTS,,,2383435
9304,HANDS/FISTS,,,2393874
9305,HANDS/FISTS,,,2393874
9306,HANDS/FISTS,,,2393874
9307,HANDS/FISTS,,,2394976
9308,HANDS/FISTS,,,2394976
9309,HANDS/FISTS,,,2395320
9310,HANDS/FISTS,,,2395320
9311,HANDS/FISTS,,,2400478
9312,HANDS/FISTS,,,2400478
9313,HANDS/FISTS,,,2400478
9314,HANDS/FISTS,,,2400478
9315,HANDS/FISTS,,,2401157
9316,FEET,,,2413526
9317,HANDS/FISTS,,,2413526
9318,FEET,,,2413738
9319,"MOUTH (SPIT,BITE,ETC)",,,2430806
9320,KNIFE/OTHER CUTTING INSTRUMENT,,,2432020
9321,VEHICLE,,,2445849
9322,HANDS/FISTS,,,2448374
9323,FEET,,,2449059
9324,HANDS/FISTS,,,2449059
9325,HANDS/FISTS,,,2449302
9326,HANDS/FISTS,,,2449341
9327,HANDS/FISTS,,,2449341
9328,HANDS/FISTS,,,2449341
9329,"MOUTH (SPIT,BITE,ETC)",,,2460570
9330,OTHER (SPECIFY),,,2460570
9331,OTHER (SPECIFY),,2 BLACK REPLICA FIREARMS,2463197
9332,OTHER (SPECIFY),,TWO REPLICA BB GUNS,2463351
9333,OTHER (SPECIFY),,BOTTLE,2479434
9334,FEET,,,2479755
9335,"MOUTH (SPIT,BITE,ETC)",,,2479755
9336,HANDS/FISTS,,,2479755
9337,FEET,,,2481500
9338,"MOUTH (SPIT,BITE,ETC)",,,2481500
9339,FEET,,,2482110
9340,"MOUTH (SPIT,BITE,ETC)",,,2482110
9341,HANDS/FISTS,,,2482408
9342,HANDS/FISTS,,,2482408
9343,OTHER (SPECIFY),,,2482408
9344,FIREARM - REVOLVER,,,2492082
9345,FIREARM - REVOLVER,,,2492116
9346,FIREARM - REVOLVER,,,2492372
9347,FEET,,,2495489
9348,"MOUTH (SPIT,BITE,ETC)",,,2495694
9349,HANDS/FISTS,,,2505050
9350,HANDS/FISTS,,,2506159
9351,HANDS/FISTS,,,2506159
9352,HANDS/FISTS,,,2506159
9353,FIREARM - REVOLVER,,,2506268
9354,HANDS/FISTS,,,2506268
9355,HANDS/FISTS,,,2506268
9356,OTHER (SPECIFY),,,2506268
9357,FEET,,,2506278
9358,FIREARM - REVOLVER,,,2506543
9359,HANDS/FISTS,,,2510571
9360,FIREARM - REVOLVER,,,2511386
9361,FEET,,,2514209
9362,HANDS/FISTS,,,2514209
9363,FEET,,,2515740
9364,HANDS/FISTS,,,2530386
9365,HANDS/FISTS,,,2530386
9366,HANDS/FISTS,,,2530779
9367,HANDS/FISTS,,,2530779
9368,KNIFE/OTHER CUTTING INSTRUMENT,,,2531593
9369,KNIFE/OTHER CUTTING INSTRUMENT,,,2531653
9370,KNIFE/OTHER CUTTING INSTRUMENT,,,2531829
9371,KNIFE/OTHER CUTTING INSTRUMENT,,,2531849
9372,KNIFE/OTHER CUTTING INSTRUMENT,,,2531860
9373,KNIFE/OTHER CUTTING INSTRUMENT,,,2531907
9374,HANDS/FISTS,,,2531924
9375,OTHER (SPECIFY),,,2531952
9376,KNIFE/OTHER CUTTING INSTRUMENT,,,2543368
9377,HANDS/FISTS,,,2558028
9378,HANDS/FISTS,,,2561181
9379,HANDS/FISTS,,,2561181
9380,HANDS/FISTS,,,2561609
